,Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
129424,274552,793379350467208,November,ME,689.3976,2884.61,50,45,1,,44,1,1,2,3,"Native, Born In US",1,Advertising and related services (5418),10,"Private, For Profit",No,No,Employed-At Work,0,57.6922,4.0551219824004106
129425,274560,913469950309201,November,ME,778.6205,961.0,45,44,1,,29,1,6,0,0,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",2550,"Private, For Profit",No,No,Employed-At Work,0,21.355555555555554,3.0613119191999725
129436,274580,963029050637200,November,ME,667.1827,615.38,40,44,1,,45,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,15.3845,2.733360509058375
129439,274584,963029050637200,November,ME,778.618,1600.0,50,44,1,,27,1,7,0,0,"Native, Born In US",1,Hospitals (622),800,"Private, Nonprofit",No,No,Employed-At Work,0,32.0,3.4657359027997265
129446,274594,20410210003701,November,MD,5743.9127,2057.0,40,44,4,,51,1,3,0,0,"Foreign Born, US Cit By Naturalization",5,Computer systems design and related services (5415),1020,"Private, For Profit",No,No,Employed-At Work,0,51.425,3.940124435539021
129447,274595,20410210003701,November,MD,3649.2814,1350.0,40,44,4,,48,2,6,0,0,"Foreign Born, Not a US Citizen",5,"Colleges and universities, including junior colleges (6112, 6113)",1760,"Private, For Profit",No,No,Employed-At Work,1,33.75,3.518980417318539
129448,274596,20410210003701,November,MD,3199.9335,961.0,40,46,4,,32,1,7,0,0,"Foreign Born, Not a US Citizen",5,"Colleges and universities, including junior colleges (6112, 6113)",1760,"Private, For Profit",No,No,Employed-At Work,0,24.025,3.1790949548563563
129449,274597,20410210003701,November,MD,3199.9335,961.0,40,46,4,,32,1,7,0,0,"Foreign Born, Not a US Citizen",5,"Colleges and universities, including junior colleges (6112, 6113)",1240,"Private, For Profit",No,No,Employed-At Work,0,24.025,3.1790949548563563
129462,274621,118392040074222,November,MD,3085.3496,1370.4,40,44,1,,27,2,7,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",2145,Government - State,No,No,Employed-At Work,1,34.260000000000005,3.533978492895974
129464,274630,203220117054418,November,MD,3077.5297,1923.07,40,44,1,,37,1,7,0,0,"Native, Born In US",5,Real estate (531),4920,"Private, For Profit",No,No,Employed-At Work,0,48.07675,3.872798692268385
129466,274632,254441601500204,November,MD,3226.6371,260.0,40,44,1,,24,2,1,0,0,"Native, Born In US",5,Libraries and archives (*51912),2430,Government - Local,No,No,Employed-At Work,1,6.5,1.8718021769015913
129467,274633,271945806025488,November,MD,1754.5345,2230.0,50,45,1,,44,1,1,0,0,"Native, Born In US",5,Hospitals (622),2200,"Private, Nonprofit",No,No,Employed-At Work,0,44.6,3.7977338590260183
129468,274634,271945806025488,November,MD,1523.0643,1923.0,45,44,1,,44,2,1,0,0,"Native, Born In US",5,Hospitals (622),3255,"Private, Nonprofit",No,No,Employed-At Work,1,42.733333333333334,3.75497925581846
129474,274644,410008042639614,November,MD,3274.759,1923.07,50,46,2,,36,2,1,2,3,"Native, Born In US",5,Administration of human resource programs (923),565,Government - Federal,Yes,,Employed-At Work,1,38.4614,3.649655140954175
129478,274651,472210923841002,November,MD,3808.3208,1546.15,40,44,1,,27,1,7,0,0,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",1360,"Private, For Profit",No,No,Employed-At Work,0,38.65375,3.654643794906411
129490,274677,854295269400523,November,MD,2574.7275,769.0,50,44,1,,47,1,1,2,10,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",1300,"Private, For Profit",No,No,Employed-At Work,0,15.38,2.733067964077498
129491,274678,854295269400523,November,MD,1996.4854,673.0,40,44,1,,54,2,1,2,10,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",1300,"Private, For Profit",No,No,Employed-At Work,1,16.825,2.8228658755307916
129495,274691,943054986259840,November,MD,2265.7486,2115.38,40,44,4,,36,1,1,1,2,"Foreign Born, Not a US Citizen",5,Computer systems design and related services (5415),1020,"Private, For Profit",No,No,Employed-At Work,0,52.8845,3.9681102902586276
129496,274692,943054986259840,November,MD,1633.8454,420.0,20,44,4,,33,2,1,1,2,"Foreign Born, Not a US Citizen",5,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1,21.0,3.044522437723423
129499,274695,944839850459206,November,MD,2221.434,1923.07,40,45,4,,38,2,7,0,0,"Foreign Born, US Cit By Naturalization",5,National security and international affairs (928),2100,Government - Federal,No,No,Employed-At Work,1,48.07675,3.872798692268385
129501,274704,5706692895774,November,MD,1909.0999,2884.61,45,44,1,,53,2,1,2,10,"Native, Born In US",5,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",110,"Private, For Profit",No,No,Employed-At Work,1,64.10244444444444,4.1604824980582364
129508,274713,10008842905484,November,MD,3904.3196,769.23,40,44,1,6.0,31,1,7,0,0,"Native, Born In US",5,"Management, scientific, and technical consulting services (5416)",1107,"Private, For Profit",No,No,Employed-At Work,0,19.23075,2.9565105604002095
129510,274716,14102540776990,November,MD,1703.9773,961.0,40,44,2,,38,2,3,0,0,"Foreign Born, US Cit By Naturalization",5,Administration of human resource programs (923),2010,Government - Federal,No,No,Employed-At Work,1,24.025,3.1790949548563563
129514,274730,21034515200961,November,MD,4328.9957,788.0,40,44,1,,52,1,1,1,4,"Native, Born In US",5,Metalworking machinery manufacturing (3335),150,"Private, For Profit",No,No,Employed-At Work,0,19.7,2.9806186357439426
129519,274745,59662540770697,November,MD,2282.284,807.69,40,44,2,6.0,28,2,7,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",650,Government - State,No,No,Employed-At Work,1,20.19225,3.005298867423203
129525,274757,105900032897104,November,MD,1535.1519,1250.0,40,44,1,,28,2,1,0,0,"Native, Born In US",5,Scientific research and development services (5417),430,"Private, For Profit",No,No,Employed-At Work,1,31.25,3.4420193761824107
129532,274769,178152040079712,November,MD,4186.1523,1557.69,40,46,2,,51,2,7,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1,38.94225,3.6620797794766333
129544,274790,209130312013481,November,MD,2887.8276,1375.07,40,44,1,,33,2,1,0,0,"Native, Born In US",5,Other general government and support (92119),2400,Government - Federal,Yes,,Employed-At Work,1,34.37675,3.5373804637818207
129545,274791,215055707017421,November,MD,1470.601,1500.0,40,44,6,,60,2,3,0,0,"Native, Born In US",5,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",800,Government - Federal,No,No,Employed-At Work,1,37.5,3.624340932976365
129558,274807,293925107054416,November,MD,1601.3517,2057.69,40,44,1,,37,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,"Seafood and other miscellaneous foods, n.e.c. (3117, 3119)",1007,"Private, For Profit",No,No,Employed-At Work,0,51.44225,3.9404598192527236
129563,274813,294995203002458,November,MD,1610.0292,1153.0,40,44,1,5.0,43,2,1,2,9,"Foreign Born, US Cit By Naturalization",5,"Banking and related activities (521, 52211,52219)",800,"Private, For Profit",No,No,Employed-At Work,1,28.825,3.3612430661551227
129570,274825,342950025908294,November,MD,1456.4003,673.0,40,44,1,,41,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,16.825,2.8228658755307916
129574,274836,405008042109614,November,MD,2988.7687,692.3,45,44,4,,53,1,1,0,0,"Foreign Born, Not a US Citizen",5,Restaurants and other food services (722 exc. 7224),4130,"Private, For Profit",No,No,Employed-At Work,0,15.384444444444444,2.73335689791366
129575,274837,405008042109614,November,MD,1898.8551,650.0,40,44,4,,48,2,1,0,0,"Foreign Born, Not a US Citizen",5,"Banking and related activities (521, 52211,52219)",120,"Private, For Profit",No,No,Employed-At Work,1,16.25,2.7880929087757464
129579,274843,442089065001401,November,MD,2178.2087,1325.0,40,44,2,,50,2,1,0,0,"Foreign Born, Not a US Citizen",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,33.125,3.5002882843063863
129585,274854,471270571891002,November,MD,4380.8538,2403.84,60,44,2,,38,1,1,4,5,"Foreign Born, US Cit By Naturalization",5,Outpatient care centers (6214),3255,"Private, For Profit",No,No,Employed-At Work,0,40.064,3.6904781754776335
129596,274876,499480780600752,November,MD,1901.1901,865.38,40,44,4,,28,1,7,0,0,"Foreign Born, Not a US Citizen",5,Computer systems design and related services (5415),1020,"Private, For Profit",No,No,Employed-At Work,0,21.6345,3.0742892627095375
129599,274881,499840552350752,November,MD,2178.2087,1442.0,40,44,2,,53,2,1,0,0,"Native, Born In US",5,Administration of human resource programs (923),3710,Government - Federal,No,No,Employed-At Work,1,36.05,3.584906863730958
129630,274938,750276979400856,November,MD,1997.6076,557.69,20,45,1,,60,2,1,0,0,"Native, Born In US",5,Offices of physicians (6211),120,"Private, For Profit",No,No,Employed-At Work,1,27.884500000000003,3.328070978893597
129634,274943,754449650507204,November,MD,1502.6427,830.0,40,44,1,,33,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,20.75,3.0325462466767075
129635,274944,774921701180205,November,MD,4644.9626,2211.53,40,46,2,,49,2,1,1,3,"Native, Born In US",5,Administration of human resource programs (923),3050,Government - Federal,No,No,Employed-At Work,1,55.288250000000005,4.012560408555747
129637,274946,781747002520911,November,MD,3049.9101,2227.27,40,44,2,,53,1,6,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,55.68175,4.019652445129966
129656,274974,929014779259170,November,MD,1675.7017,961.0,40,44,1,,32,1,1,2,3,"Native, Born In US",5,** Construction (23),1360,"Private, For Profit",No,No,Employed-At Work,0,24.025,3.1790949548563563
129667,275004,290745092625049,November,MD,693.9852,400.0,25,44,1,,45,2,1,0,0,"Native, Born In US",5,5275,4760,"Private, For Profit",No,No,Employed-At Work,1,16.0,2.772588722239781
129671,275011,654610701090206,November,MD,4249.5728,1150.0,40,45,1,,46,1,1,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",3850,Government - Local,Yes,,Employed-At Work,0,28.75,3.3586377672433594
129672,275012,654610701090206,November,MD,2572.3084,1250.0,40,44,1,,36,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,31.25,3.4420193761824107
129680,275022,99722540796394,November,MD,1141.3167,1903.84,40,44,1,,46,1,1,3,10,"Native, Born In US",5,Aircraft and parts manufacturing (336411 to 336413),1320,"Private, For Profit",No,Yes,Employed-At Work,0,47.596,3.862748724092907
129689,275052,52132550997290,November,MA,3261.1277,903.0,40,46,1,,37,1,1,0,0,"Foreign Born, US Cit By Naturalization",1,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,0,22.575,3.116843099303049
129690,275053,52132550997290,November,MA,4180.7539,1230.0,40,44,1,,33,2,1,0,0,"Native, Born In US",1,Hospitals (622),350,"Private, Nonprofit",No,No,Employed-At Work,1,30.75,3.4258899942525267
129691,275057,78045480202861,November,MA,2382.7924,1596.15,38,45,1,,57,1,5,0,0,"Native, Born In US",1,"Justice, public order, and safety activities (922, pt. 92115)",2015,Government - State,Yes,,Employed-At Work,0,42.00394736842105,3.7377635988294644
129692,275060,109092050005241,November,MA,2527.1521,250.0,20,46,1,,47,2,1,2,2,"Native, Born Abroad Of US Parent(s)",1,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1,12.5,2.5257286443082556
129693,275061,109092050005241,November,MA,2520.9406,1680.0,40,44,1,,46,1,1,2,2,"Native, Born In US",1,Real estate (531),10,"Private, For Profit",No,No,Employed-At Work,0,42.0,3.7376696182833684
129694,275062,120212050021971,November,MA,2519.5104,2692.0,60,44,1,,30,1,7,0,0,"Native, Born In US",1,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,0,44.86666666666667,3.803695128542518
129698,275073,200095602030541,November,MA,3818.5134,826.92,40,44,1,4.0,34,2,7,2,1,"Foreign Born, Not a US Citizen",1,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",700,"Private, For Profit",No,No,Employed-Absent,1,20.673,3.0288285010431806
129707,275084,291050001920504,November,MA,3257.5694,1346.15,40,46,4,,37,1,7,0,0,"Native, Born In US",1,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,0,33.65375,3.516124491189194
129710,275089,410006952611785,November,MA,2687.0715,1015.0,40,45,2,,62,1,1,0,0,"Native, Born In US",1,Libraries and archives (*51912),2430,Government - Local,No,Yes,Employed-At Work,0,25.375,3.2337644373619514
129722,275108,650209200500134,November,MA,3261.1277,1680.0,40,44,1,,35,1,7,0,0,"Foreign Born, Not a US Citizen",1,Hospitals (622),350,"Private, For Profit",No,No,Employed-At Work,0,42.0,3.7376696182833684
129723,275109,650209200500134,November,MA,3858.8826,1206.0,40,44,1,,27,1,7,0,0,"Native, Born In US",1,Hospitals (622),3300,"Private, For Profit",No,No,Employed-At Work,0,30.15,3.4061849231731944
129725,275116,910025973259520,November,MA,4052.0949,1250.0,40,44,1,,40,2,1,0,0,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",1107,"Private, Nonprofit",No,No,Employed-At Work,1,31.25,3.4420193761824107
129726,275117,910025973259520,November,MA,3416.6894,903.0,40,46,1,,40,1,1,0,0,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",1760,"Private, Nonprofit",No,No,Employed-At Work,0,22.575,3.116843099303049
129728,275127,7085720202601,November,MA,2469.2587,900.0,40,44,1,,60,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1,22.5,3.1135153092103742
129734,275149,20510160865208,November,MA,2435.8921,2653.84,40,44,1,1.0,54,1,1,2,10,"Native, Born In US",1,"Architectural, engineering, and related services (5413)",1530,"Private, For Profit",No,No,Employed-At Work,0,66.346,4.19488347260071
129743,275168,52544045908596,November,MA,3932.1232,2153.84,45,44,1,,44,2,7,0,0,"Native, Born In US",1,Real estate (531),410,"Private, For Profit",No,No,Employed-At Work,1,47.86311111111112,3.8683450847785457
129760,275211,152132050027230,November,MA,2981.7521,1230.0,40,44,1,,30,2,7,0,0,"Native, Born In US",1,"Banking and related activities (521, 52211,52219)",800,"Private, For Profit",No,No,Employed-At Work,1,30.75,3.4258899942525267
129761,275212,152132050027230,November,MA,2433.855,1546.0,40,44,1,,33,1,7,0,0,"Native, Born In US",1,Computer systems design and related services (5415),1060,"Private, For Profit",No,No,Employed-At Work,0,38.65,3.654546775033431
129762,275214,154182050081107,November,MA,2817.0213,1923.07,50,45,4,,28,2,7,0,0,"Foreign Born, US Cit By Naturalization",1,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,1,38.4614,3.649655140954175
129770,275231,205110613028576,November,MA,2301.785,1846.15,50,44,1,,56,1,1,0,0,"Native, Born In US",1,"Banking and related activities (521, 52211,52219)",10,"Private, For Profit",No,No,Employed-At Work,0,36.923,3.6088346631048966
129776,275242,207600717027534,November,MA,3046.2614,450.0,30,45,1,,25,2,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,1,15.0,2.70805020110221
129780,275251,221855000320710,November,MA,2761.3633,865.0,40,46,4,,27,1,1,0,0,"Foreign Born, Not a US Citizen",1,3365,1005,"Private, For Profit",No,No,Employed-At Work,0,21.625,3.073850052817943
129788,275272,291925306041588,November,MA,4144.7442,1730.76,40,44,1,,28,2,1,0,0,"Native, Born In US",1,Hospitals (622),3110,"Private, Nonprofit",No,No,Employed-At Work,1,43.269,3.767436443269483
129795,275286,298925608017538,November,MA,3300.5327,769.0,60,46,1,,42,1,1,0,0,"Foreign Born, Not a US Citizen",1,"Colleges and universities, including junior colleges (6112, 6113)",1760,"Private, For Profit",No,No,Employed-At Work,0,12.816666666666666,2.550746407283543
129802,275296,352213180100503,November,MA,2889.9914,1153.84,40,44,1,,40,2,1,1,1,"Native, Born In US",1,Hospitals (622),3540,"Private, Nonprofit",No,No,Employed-At Work,1,28.845999999999997,3.3619713351613183
129807,275309,453204530500181,November,MA,3017.7316,903.0,40,44,1,,50,1,1,0,0,"Foreign Born, US Cit By Naturalization",1,Computer systems design and related services (5415),1010,"Private, For Profit",No,No,Employed-At Work,0,22.575,3.116843099303049
129808,275310,453204530500181,November,MA,3196.2937,1250.0,40,44,1,,53,2,1,0,0,"Foreign Born, US Cit By Naturalization",1,"Banking and related activities (521, 52211,52219)",1430,"Private, For Profit",No,No,Employed-At Work,1,31.25,3.4420193761824107
129813,275315,455892401130208,November,MA,2228.0196,1000.0,45,45,1,,53,1,1,2,10,"Native, Born In US",1,Insurance carriers and related activities (524),2100,"Private, For Profit",No,No,Employed-At Work,0,22.22222222222222,3.101092789211817
129814,275316,455892401130208,November,MA,2359.8536,1923.0,45,45,1,,53,2,1,2,10,"Native, Born In US",1,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",2100,Government - State,No,No,Employed-At Work,1,42.733333333333334,3.75497925581846
129821,275337,550520246211002,November,MA,2447.8871,903.84,40,44,1,,43,1,1,1,1,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,22.596,3.1177728994630156
129822,275338,550520246211002,November,MA,2970.6829,461.53,20,44,1,,37,2,1,1,1,"Native, Born In US",1,Real estate (531),4920,"Private, For Profit",No,No,Employed-At Work,1,23.0765,3.1388147836932734
129823,275339,552418045001303,November,MA,3344.4769,1472.22,40,44,1,,62,2,4,0,0,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,1,36.8055,3.6056472905291113
129832,275353,579830280540952,November,MA,3196.2937,553.84,40,44,1,,51,2,1,1,4,"Native, Born In US",1,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",2025,"Private, Nonprofit",No,No,Employed-At Work,1,13.846,2.6279963822558337
129842,275379,705379750779202,November,MA,3727.6928,1538.0,50,46,1,,28,1,7,0,0,"Native, Born In US",1,Home health care services (6216),3160,"Private, For Profit",No,No,Employed-At Work,0,30.76,3.4262151446374434
129846,275385,705903282891685,November,MA,3469.8737,1596.0,60,44,4,,51,2,1,0,0,"Foreign Born, US Cit By Naturalization",1,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,26.6,3.2809112157876537
129860,275414,852231065908798,November,MA,3344.4769,2884.61,55,44,1,,61,2,4,0,0,"Native, Born In US",1,"Other health care services (6215, 6219)",1106,"Private, For Profit",No,No,Employed-At Work,1,52.44745454545455,3.959811802596086
129875,275436,910001882616025,November,MA,3046.2614,1375.0,40,44,1,,29,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1,34.375,3.5373295559867355
129876,275437,910001882616025,November,MA,2752.1906,1546.0,40,44,1,,29,1,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,0,38.65,3.654546775033431
129880,275443,952058085908991,November,MA,3205.9364,1615.38,45,46,1,,60,1,1,1,4,"Native, Born In US",1,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,0,35.897333333333336,3.580663012326765
129886,275454,977075732259700,November,MA,3150.2596,903.0,40,44,1,,37,1,7,0,0,"Native, Born In US",1,"Architectural, engineering, and related services (5413)",1530,"Private, For Profit",No,No,Employed-At Work,0,22.575,3.116843099303049
129898,275488,595650801580201,November,MA,2370.5768,200.0,24,44,1,,54,2,1,2,10,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,8.333333333333334,2.120263536200091
129902,275496,865020401170204,November,MA,2373.4793,700.0,35,44,1,,56,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,1,20.0,2.995732273553991
129910,275517,14056348204191,November,MI,3202.5596,1538.0,50,44,1,,30,1,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2320,"Private, For Profit",No,No,Employed-At Work,0,30.76,3.4262151446374434
129918,275533,77086832200061,November,MI,4346.6451,1307.69,50,45,4,,57,2,1,0,0,"Foreign Born, US Cit By Naturalization",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,26.1538,3.263994495441231
129919,275534,77086832200061,November,MI,2807.3076,576.92,50,44,1,,52,1,1,0,0,"Native, Born In US",3,"Bus service and urban transit (4851, 4852, 4854, 4855, 4859)",9120,"Private, For Profit",Yes,,Employed-At Work,0,11.5384,2.445680603287163
129922,275539,82342560995495,November,MI,3223.2496,1442.3,40,44,4,,45,1,1,3,6,"Foreign Born, Not a US Citizen",3,"Motor vehicles and motor vehicle equipment manufacturing (3361, 3362, 3363)",1460,"Private, For Profit",No,No,Employed-At Work,0,36.0575,3.585114886475528
129948,275606,562797160504501,November,MI,3060.4639,1700.0,40,44,1,,38,1,1,0,0,"Native, Born In US",3,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",800,"Private, For Profit",No,No,Employed-At Work,0,42.5,3.7495040759303713
129949,275607,562797160504501,November,MI,2970.3447,692.3,42,44,1,,39,2,1,0,0,"Native, Born In US",3,"Residential care facilities, without nursing (6232, 6233, 6239)",2010,"Private, Nonprofit",No,No,Employed-At Work,1,16.48333333333333,2.802349769400611
129950,275608,601204498610647,November,MI,2796.1761,304.0,32,44,2,,53,2,1,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1,9.5,2.2512917986064953
129988,275702,54742560991691,November,MI,2830.7041,1153.84,60,45,1,,38,2,1,2,8,"Native, Born In US",3,Hospitals (622),3255,Government - State,Yes,,Employed-At Work,1,19.230666666666664,2.956506227053154
130000,275723,105909342397876,November,MI,2683.7769,1780.0,40,46,1,,54,1,7,0,0,"Native, Born In US",3,Animal production (112),3250,"Private, For Profit",No,No,Employed-At Work,0,44.5,3.7954891891721947
130007,275742,162214170100301,November,MI,2725.0057,1942.3,55,44,1,,53,1,1,0,0,"Native, Born In US",3,Administration of human resource programs (923),430,Government - State,Yes,,Employed-At Work,0,35.31454545454545,3.564294931605616
130011,275748,200095909002631,November,MI,3449.337,2115.38,40,44,4,,42,1,1,1,3,"Foreign Born, Not a US Citizen",3,Outpatient care centers (6214),3160,"Private, For Profit",No,No,Employed-At Work,0,52.8845,3.9681102902586276
130022,275779,291462000820892,November,MI,3035.7244,1442.3,60,44,1,,38,1,1,2,8,"Native, Born In US",3,"Other professional, scientific, and technical services (5419 exc. 54194)",360,"Private, For Profit",No,No,Employed-At Work,0,24.038333333333334,3.179649778367364
130024,275782,293905304069656,November,MI,2772.6316,2884.61,50,44,1,,58,1,1,0,0,"Native, Born In US",3,"Motor vehicles and motor vehicle equipment manufacturing (3361, 3362, 3363)",1430,"Private, For Profit",No,No,Employed-At Work,0,57.6922,4.0551219824004106
130032,275798,405007262100126,November,MI,2854.1623,1586.53,40,44,1,,32,2,1,2,5,"Native, Born In US",3,3365,1020,"Private, For Profit",No,No,Employed-At Work,1,39.66325,3.680425066279853
130033,275799,405007262100126,November,MI,3052.0022,1538.46,40,44,1,,31,1,1,2,5,"Native, Born In US",3,"Other professional, scientific, and technical services (5419 exc. 54194)",710,"Private, For Profit",No,No,Employed-At Work,0,38.4615,3.649657740960155
130035,275801,405205795610911,November,MI,3035.0215,769.23,40,44,1,,27,2,7,0,0,"Native, Born In US",3,Nursing care facilities (6231),2010,"Private, For Profit",No,No,Employed-At Work,1,19.23075,2.9565105604002095
130036,275803,410001972814746,November,MI,2978.4448,2884.61,65,46,1,,47,1,1,2,4,"Native, Born In US",3,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,0,44.37861538461539,3.7927577179329193
130044,275817,462056035906993,November,MI,2933.3816,2115.0,40,45,1,,49,1,1,0,0,"Native, Born In US",3,"Motor vehicles and motor vehicle equipment manufacturing (3361, 3362, 3363)",1430,"Private, For Profit",No,No,Employed-At Work,0,52.875,3.9679306373664422
130045,275818,462474160300109,November,MI,3053.2055,2500.0,60,44,1,,48,1,1,3,10,"Native, Born In US",3,"Motor vehicles and motor vehicle equipment manufacturing (3361, 3362, 3363)",140,"Private, For Profit",No,No,Employed-At Work,0,41.666666666666664,3.7297014486341915
130049,275825,510001572951496,November,MI,4325.119,900.0,40,45,4,,63,2,1,0,0,"Foreign Born, Not a US Citizen",3,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,1,22.5,3.1135153092103742
130050,275826,510001572951496,November,MI,3048.6134,1115.0,40,45,4,,60,1,1,0,0,"Foreign Born, Not a US Citizen",3,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,0,27.875,3.3277302297802827
130055,275836,601204493610047,November,MI,2879.3281,1576.92,40,44,1,,44,2,5,2,10,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,39.423,3.674349402329611
130072,275873,757294059600847,November,MI,2784.2754,180.0,30,44,1,,34,2,7,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2550,"Private, For Profit",No,No,Employed-At Work,1,6.0,1.791759469228055
130073,275880,786929550269204,November,MI,3197.1942,1780.0,40,46,4,,49,1,1,0,0,"Foreign Born, US Cit By Naturalization",3,Employment services (5613),1450,"Private, For Profit",No,No,Employed-At Work,0,44.5,3.7954891891721947
130096,275933,952209900600103,November,MI,2830.7041,961.53,45,44,1,,35,2,1,0,0,"Native, Born In US",3,Traveler accommodation (7211),137,"Private, For Profit",No,No,Employed-At Work,1,21.36733333333333,3.0618632760198157
130116,275968,95086870200991,November,MI,2930.2774,1400.0,40,44,1,,36,2,1,1,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,35.0,3.5553480614894135
130137,276019,699590099870952,November,MI,2927.555,826.0,40,44,1,,28,2,1,1,2,"Native, Born In US",3,Offices of physicians (6211),100,"Private, For Profit",No,No,Employed-At Work,1,20.65,3.027715319407042
130144,276032,896750901980200,November,MI,2990.0778,1473.68,45,44,1,,55,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2000,Government - Local,Yes,,Employed-At Work,1,32.748444444444445,3.488855463073642
130151,276048,20610015919945,November,MI,3189.6293,1884.61,40,46,1,,48,2,1,3,3,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",Yes,,Employed-At Work,1,47.115249999999996,3.8525967278104063
130176,276127,701263009120551,November,MI,2884.1361,2000.0,40,46,1,,44,2,1,3,10,"Native, Born In US",3,Hospitals (622),3258,"Private, For Profit",No,No,Employed-At Work,1,50.0,3.912023005428146
130188,276151,984096943259050,November,MI,2865.3444,787.0,40,44,1,,62,1,1,0,0,"Native, Born In US",3,Religious organizations (8131),2040,"Private, Nonprofit",No,No,Employed-At Work,0,19.675,2.979348794303467
130191,276157,26372570991499,November,MN,1613.9099,740.0,37,45,1,,62,1,7,0,0,"Native, Born In US",4,Hospitals (622),9140,"Private, Nonprofit",No,No,Employed-At Work,0,20.0,2.995732273553991
130193,276161,45202570793499,November,MN,1613.9099,1538.46,40,44,1,,60,1,1,0,0,"Native, Born In US",4,"Administration of economic programs and space research (926, 927)",1430,Government - State,No,Yes,Employed-At Work,0,38.4615,3.649657740960155
